OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total,OrderDate
55653,Adams# Douglas,XX,9.46,Distressed Red Oak,158807.00,18.57,23.33,2949045.99,3704967.31,629469.66,7283482.96,06-24-2018
55727,Steve Jobs,OH,7.14,Granite,101621.00,72.50,29.25,7367522.50,2972414.25,738271.48,11078208.23,06-24-2018
55779,Steve Jobs,DN,9.46,Mosaic Tile,902.00,18.50,49.25,16687.00,44423.50,5781.05,66891.55,06-24-2018
55821,Alex Trebek,ZZ,9.46,Dirt,272366.00,0.78,3.33,212445.48,906978.78,105897.53,1225321.79,06-24-2018
55900,Tractor Supply Co.,DN,9.46,Laminate,4075.00,4.50,9.80,18337.50,39935.00,5512.58,63785.08,06-24-2018
55934,Jean Ichbiah,LO,9.46,Laminate,19985.00,4.50,9.80,89932.50,195853.00,27035.31,312820.81,06-24-2018
55951,Charles Darwin,DN,9.46,Laminate,168290.00,4.50,9.80,757305.00,1649242.00,227659.35,2634206.35,06-24-2018
55999,Alan M. Galloway# Sr.,KY,6,Granite,87108.00,72.50,29.25,6315330.00,2547909.00,531794.34,9395033.34,06-24-2018
56058,Microsoft# Inc.,KY,6,Carpet,153277.00,12.50,6.30,1915962.50,965645.10,172896.46,3054504.06,06-24-2018
56142,Tractor Supply Co.,WY,9.46,Trampoline,105931.00,20.78,13.33,2201246.18,1412060.23,341818.79,3955125.20,06-24-2018
56198,Tractor Supply Co.,ZZ,9.46,Tile,107028.00,1.50,14.30,160542.00,1530500.40,159972.61,1851015.01,06-24-2018
56217,Louisville Llama Farm,XX,9.46,Marble,274899.00,88.73,34.25,24391788.27,9415290.75,3198149.68,37005228.70,06-24-2018
56305,Louisville Llama Farm,LO,9.46,Trampoline,226015.00,20.78,13.33,4696591.70,3012779.95,729306.56,8438678.21,06-24-2018
56394,Alan M. Galloway# Sr.,ZZ,9.46,Laminate,281201.00,4.50,9.80,1265404.50,2755769.80,380403.09,4401577.39,06-24-2018
56421,Thurston Howell# III,XX,9.46,Mosaic Tile,2803.00,18.50,49.25,51855.50,138047.75,17964.85,207868.10,06-24-2018
56520,Alan M. Galloway# Jr.,HI,4.35,Bamboo,264693.00,18.50,9.25,4896820.50,2448410.25,319517.54,7664748.29,06-24-2018
56529,Alex Trebek,HI,4.35,Bamboo,122396.00,18.50,9.25,2264326.00,1132163.00,147747.27,3544236.27,06-24-2018
56607,Charles Babbage,WY,9.46,Distressed Red Oak,142950.00,18.57,23.33,2654581.50,3335023.50,566616.63,6556221.63,06-24-2018
56629,Thomas J. Watson,II,9.46,Laminate,133381.00,4.50,9.80,600214.50,1307133.80,180435.15,2087783.45,06-24-2018
56730,Adams# Douglas,ZZ,9.46,Laminate,175860.00,4.50,9.80,791370.00,1723428.00,237899.89,2752697.89,06-24-2018
56825,Adams# Douglas,KY,6,Mosaic Tile,2986.00,18.50,49.25,55241.00,147060.50,12138.09,214439.59,06-24-2018
56895,Jaden Smith,ZZ,9.46,Tile,225674.00,1.50,14.30,338511.00,3227138.20,337310.41,3902959.61,06-24-2018
56953,Elon Musk,HI,4.35,Tile,54661.00,1.50,14.30,81991.50,781652.30,37568.51,901212.31,06-24-2018
56969,Alan M. Galloway# Sr.,RI,7,Tile,151481.00,1.50,14.30,227221.50,2166178.30,167537.99,2560937.79,06-24-2018
56987,Adams# Douglas,OH,7.14,Laminate,88608.00,4.50,9.80,398736.00,868358.40,90470.54,1357564.94,06-24-2018
56992,Penn Jillette,ZZ,9.46,Granite,110578.00,72.50,29.25,8016905.00,3234406.50,1064374.07,12315685.57,06-24-2018
105882,Tractor Supply Co.,XX,9.46,Asphalt,176470.00,10.78,13.33,1902346.60,2352345.10,402493.83,4657185.53,06-26-2024
105898,Charles Darwin,XX,9.46,Mosaic Tile,212214.00,18.50,49.25,3925959.00,10451539.50,1360111.36,15737609.86,06-26-2024
105974,The Boring Company,XX,9.46,Wood,162298.00,12.50,9.25,2028725.00,1501256.50,333936.25,3863917.75,06-26-2024
106044,Charles Darwin,XX,9.46,Wood,49584.00,12.50,9.25,619800.00,458652.00,102021.56,1180473.56,06-26-2024
106115,Apple,AK,1.76,Marble,64483.00,88.73,34.25,5721576.59,2208542.75,139570.10,8069689.44,06-26-2024
106184,Monty Hall,KY,6,Marble,256901.00,88.73,34.25,22794825.73,8798859.25,1895621.10,33489306.08,06-26-2024
106204,Charles Babbage,RI,7,Straw,192086.00,1.80,3.25,345754.80,624279.50,67902.40,1037936.70,06-26-2024
106214,Thomas J. Watson,RI,7,Laminate,4846.00,4.50,9.80,21807.00,47490.80,4850.85,74148.65,06-26-2024
106297,Bill Gates,RI,7,Straw,66756.00,1.80,3.25,120160.80,216957.00,23598.25,360716.05,06-26-2024
106400,Elon Musk,KY,6,Laminate,42510.00,4.50,9.80,191295.00,416598.00,36473.58,644366.58,06-26-2024
106495,Tractor Supply Co.,OH,7.14,Trampoline,252925.00,20.78,13.33,5255781.50,3371490.25,615987.20,9243258.95,06-26-2024
106574,Alphabet,DN,9.46,Dirt,104523.00,0.78,3.33,81527.94,348061.59,40639.17,470228.70,06-26-2024
106649,Charles Darwin,DN,9.46,Carpet,213915.00,12.50,6.30,2673937.50,1347664.50,380443.55,4402045.55,06-26-2024
106651,Bill Gates,ZZ,9.46,Distressed Red Oak,246401.00,18.57,23.33,4575666.57,5748535.33,976669.50,11300871.40,06-26-2024
106657,Jaden Smith,RI,7,Carpet,295966.00,12.50,6.30,3699575.00,1864585.80,389491.26,5953652.06,06-26-2024
106735,Microsoft# Inc.,OH,7.14,Laminate,174214.00,4.50,9.80,783963.00,1707297.20,177875.98,2669136.18,06-26-2024
106818,Adams# Douglas,ZZ,9.46,Laminate,63617.00,4.50,9.80,286276.50,623446.60,86059.81,995782.91,06-26-2024
106855,Alphabet,HI,4.35,Distressed Red Oak,143134.00,18.57,23.33,2657998.38,3339316.22,260883.19,6258197.79,06-26-2024
106867,Monty Hall,WY,9.46,Distressed Red Oak,20226.00,18.57,23.33,375596.82,471872.58,80170.61,927640.01,06-26-2024
106954,Jaden Smith,DN,9.46,Asphalt,237119.00,10.78,13.33,2556142.82,3160796.27,540822.44,6257761.53,06-26-2024
107024,Alan M. Galloway# Sr.,OH,7.14,Asphalt,219154.00,10.78,13.33,2362480.12,2921322.82,377263.53,5661066.47,06-26-2024
107057,Charles Babbage,WY,9.46,Disco Light Up Panels,114383.00,40.78,23.33,4664538.74,2668555.39,693710.70,8026804.83,06-26-2024
107090,The Boring Company,XX,9.46,Asphalt,237205.00,10.78,13.33,2557069.90,3161942.65,541018.59,6260031.14,06-26-2024
155158,Monsters Inc.,II,9.46,Bamboo,285187.00,18.50,9.25,5275959.50,2637979.75,748658.65,8662597.90,06-29-2003
155161,Alan M. Galloway# Jr.,HI,4.35,Disco Light Up Panels,150776.00,40.78,23.33,6148645.28,3517604.08,420481.85,10086731.21,06-29-2003
155257,Alphabet,RI,7,Mosaic Tile,197728.00,18.50,49.25,3657968.00,9738104.00,937725.04,14333797.04,06-29-2003
155333,Jean Ichbiah,HI,4.35,Marble,158606.00,88.73,34.25,14073110.38,5432255.50,848483.42,20353849.30,06-29-2003
155343,Alan M. Galloway# Jr.,RI,7,Trampoline,185819.00,20.78,13.33,3861318.82,2476967.27,443680.03,6781966.12,06-29-2003
155391,Alphabet,HI,4.35,Mosaic Tile,243882.00,18.50,49.25,4511817.00,12011188.50,718750.74,17241756.24,06-29-2003
155424,Tractor Supply Co.,TX,8.19,Distressed Red Oak,34612.00,18.57,23.33,642744.84,807497.96,118774.89,1569017.69,06-29-2003
155495,Penn Jillette,XX,9.46,Mosaic Tile,128749.00,18.50,49.25,2381856.50,6340888.25,825171.65,9547916.40,06-29-2003
155505,Alphabet,AK,1.76,Mosaic Tile,149666.00,18.50,49.25,2768821.00,7371050.50,178461.74,10318333.24,06-29-2003
155596,Thurston Howell# III,LO,9.46,Straw,11979.00,1.80,3.25,21562.20,38931.75,5722.73,66216.68,06-29-2003
155600,Alphabet,AK,1.76,Distressed Red Oak,118863.00,18.57,23.33,2207285.91,2773073.79,87654.33,5068014.03,06-29-2003
155650,Alex Trebek,OH,7.14,Marble,44778.00,88.73,34.25,3973151.94,1533646.50,393185.41,5899983.85,06-29-2003
155673,Penn Jillette,DN,9.46,Laminate,201000.00,4.50,9.80,904500.00,1969800.00,271908.78,3146208.78,06-29-2003
155762,Thomas J. Watson,RI,7,Trampoline,201002.00,20.78,13.33,4176821.56,2679356.66,479932.48,7336110.70,06-29-2003
155859,Grace Murray Hopper,WY,9.46,Wood,6359.00,12.50,9.25,79487.50,58820.75,13083.96,151392.21,06-29-2003
155888,Apple,TX,8.19,Wood,103281.00,12.50,9.25,1291012.50,955349.25,183977.03,2430338.78,06-29-2003
155922,Jaden Smith,DN,9.46,Mosaic Tile,140254.00,18.50,49.25,2594699.00,6907509.50,898908.92,10401117.42,06-29-2003
155932,Louisville Llama Farm,AK,1.76,Mosaic Tile,270077.00,18.50,49.25,4996424.50,13301292.25,322039.81,18619756.56,06-29-2003
155948,Bill Gates,LO,9.46,Marble,44977.00,88.73,34.25,3990809.21,1540462.25,523258.28,6054529.74,06-29-2003
156027,Steve Jobs,OH,7.14,Dirt,292836.00,0.78,3.33,228412.08,975143.88,85933.90,1289489.86,06-29-2003
156107,Steve Jobs,RI,7,Asphalt,243658.00,10.78,13.33,2626633.24,3247961.14,411221.61,6285815.99,06-29-2003
156129,Thurston Howell# III,LO,9.46,Wood,192677.00,12.50,9.25,2408462.50,1782262.25,396442.56,4587167.31,06-29-2003
156198,Apple,II,9.46,Wood,293767.00,12.50,9.25,3672087.50,2717344.75,604440.29,6993872.54,06-29-2003
156256,The Boring Company,AK,1.76,Carpet,211193.00,12.50,6.30,2639912.50,1330515.90,69879.54,4040307.94,06-29-2003
91547,Alan M. Galloway# Jr.,AK,1.76,Distressed Red Oak,291543.00,18.57,23.33,5413953.51,6801698.19,214995.47,12430647.17,07-01-2021
91557,Monty Hall,WY,9.46,Bamboo,7985.00,18.50,9.25,147722.50,73861.25,20961.82,242545.57,07-01-2021
91616,Albert Einstein,LO,9.46,Marble,29951.00,88.73,34.25,2657552.23,1025821.75,348447.18,4031821.16,07-01-2021
91618,Alan M. Galloway# Jr.,WY,9.46,Asphalt,253328.00,10.78,13.33,2730875.84,3376862.24,577792.02,6685530.10,07-01-2021
91668,Alan M. Galloway# Sr.,DN,9.46,Disco Light Up Panels,165921.00,40.78,23.33,6766258.38,3870936.93,1006278.68,11643473.99,07-01-2021
91684,Monty Hall,II,9.46,Tile,108493.00,1.50,14.30,162739.50,1551449.90,162162.32,1876351.72,07-01-2021
91716,Alan M. Galloway# Jr.,KY,6,Dirt,209974.00,0.78,3.33,163779.72,699213.42,51779.59,914772.73,07-01-2021
91744,Monsters Inc.,OH,7.14,Marble,124823.00,88.73,34.25,11075544.79,4275187.75,1096042.30,16446774.84,07-01-2021
91905,Microsoft# Inc.,TX,8.19,Disco Light Up Panels,203799.00,40.78,23.33,8310923.22,4754630.67,1070068.86,14135622.75,07-01-2021
91912,Monty Hall,II,9.46,Granite,190222.00,72.50,29.25,13791095.00,5563993.50,1830991.37,21186079.87,07-01-2021
91962,Alan M. Galloway# Jr.,WY,9.46,Bamboo,180704.00,18.50,9.25,3343024.00,1671512.00,474375.11,5488911.11,07-01-2021
91970,Monty Hall,HI,4.35,Mosaic Tile,151227.00,18.50,49.25,2797699.50,7447929.75,445684.87,10691314.12,07-01-2021
92053,Thomas J. Watson,HI,4.35,Mosaic Tile,21300.00,18.50,49.25,394050.00,1049025.00,62773.76,1505848.76,07-01-2021
92069,Albert Einstein,AK,1.76,Laminate,72763.00,4.50,9.80,327433.50,713077.40,18312.99,1058823.89,07-01-2021
92164,Charles Darwin,KY,6,Wood,68849.00,12.50,9.25,860612.50,636853.25,89847.95,1587313.70,07-01-2021
92186,Louisville Llama Farm,KY,6,Laminate,168356.00,4.50,9.80,757602.00,1649888.80,144449.45,2551940.25,07-01-2021
92227,Alan M. Galloway# Jr.,II,9.46,Asphalt,82514.00,10.78,13.33,889500.92,1099911.62,188198.43,2177610.97,07-01-2021
92241,Charles Babbage,HI,4.35,Dirt,72235.00,0.78,3.33,56343.30,240542.55,12914.53,309800.38,07-01-2021
92281,Charles Babbage,WY,9.46,Marble,277486.00,88.73,34.25,24621332.78,9503895.50,3228246.60,37353474.88,07-01-2021
92357,Louisville Llama Farm,RI,7,Distressed Red Oak,292488.00,18.57,23.33,5431502.16,6823745.04,857867.30,13113114.50,07-01-2021
92410,Microsoft# Inc.,DN,9.46,Trampoline,232334.00,20.78,13.33,4827900.52,3097012.22,749696.75,8674609.49,07-01-2021
92487,Alan M. Galloway# Jr.,TX,8.19,Trampoline,36616.00,20.78,13.33,760880.48,488091.28,102290.79,1351262.55,07-01-2021
111793,Louisville Llama Farm,DN,9.46,Dirt,163847.00,0.78,3.33,127800.66,545610.51,63704.70,737115.87,07-03-2018
111868,Jaden Smith,RI,7,Straw,5200.00,1.80,3.25,9360.00,16900.00,1838.20,28098.20,07-03-2018
111927,Jean Ichbiah,II,9.46,Distressed Red Oak,61728.00,18.57,23.33,1146288.96,1440114.24,244673.74,2831076.94,07-03-2018
111973,Albert Einstein,WY,9.46,Carpet,53617.00,12.50,6.30,670212.50,337787.10,95356.76,1103356.36,07-03-2018
112068,Elon Musk,RI,7,Laminate,293352.00,4.50,9.80,1320084.00,2874849.60,293645.35,4488578.95,07-03-2018
112161,Thurston Howell# III,DN,9.46,Disco Light Up Panels,292835.00,40.78,23.33,11941811.30,6831840.55,1775987.47,20549639.32,07-03-2018
112216,The Boring Company,KY,6,Wood,113964.00,12.50,9.25,1424550.00,1054167.00,148723.02,2627440.02,07-03-2018
112231,Albert Einstein,OH,7.14,Dirt,244989.00,0.78,3.33,191091.42,815813.37,71893.00,1078797.79,07-03-2018
112330,Elon Musk,XX,9.46,Wood,118088.00,12.50,9.25,1476100.00,1092314.00,242971.96,2811385.96,07-03-2018
112341,Adams# Douglas,II,9.46,Straw,144999.00,1.80,3.25,260998.20,471246.75,69270.37,801515.32,07-03-2018
112417,Alex Trebek,WY,9.46,Bamboo,58564.00,18.50,9.25,1083434.00,541717.00,153739.28,1778890.28,07-03-2018
112480,Thomas J. Watson,HI,4.35,Distressed Red Oak,37172.00,18.57,23.33,690284.04,867222.76,67751.55,1625258.35,07-03-2018
112538,Penn Jillette,LO,9.46,Wood,237401.00,12.50,9.25,2967512.50,2195959.25,488464.43,5651936.18,07-03-2018
112602,Jaden Smith,OH,7.14,Granite,42266.00,72.50,29.25,3064285.00,1236280.50,307060.38,4607625.88,07-03-2018
112642,Louisville Llama Farm,WY,9.46,Bamboo,101722.00,18.50,9.25,1881857.00,940928.50,267035.51,3089821.01,07-03-2018
112656,Adams# Douglas,OH,7.14,Distressed Red Oak,214887.00,18.57,23.33,3990451.59,5013313.71,642868.84,9646634.14,07-03-2018
112708,Charles Babbage,KY,6,Mosaic Tile,121294.00,18.50,49.25,2243939.00,5973729.50,493060.11,8710728.61,07-03-2018
99516,Alan M. Galloway# Jr.,DN,9.46,Straw,84191.00,1.80,3.25,151543.80,273620.75,40220.57,465385.12,07-05-2025
99578,Jean Ichbiah,XX,9.46,Straw,26850.00,1.80,3.25,48330.00,87262.50,12827.05,148419.55,07-05-2025
99607,Adams# Douglas,OH,7.14,Laminate,156401.00,4.50,9.80,703804.50,1532729.80,159688.55,2396222.85,07-05-2025
99653,Monsters Inc.,HI,4.35,Laminate,170083.00,4.50,9.80,765373.50,1666813.40,105800.13,2537987.03,07-05-2025
99739,Louisville Llama Farm,LO,9.46,Asphalt,33464.00,10.78,13.33,360741.92,446075.12,76324.89,883141.93,07-05-2025
99791,Charles Darwin,LO,9.46,Straw,240274.00,1.80,3.25,432493.20,780890.50,114786.10,1328169.80,07-05-2025
99880,Bill Gates,HI,4.35,Marble,296127.00,88.73,34.25,26275348.71,10142349.75,1584169.88,38001868.34,07-05-2025
99946,Bill Gates,RI,7,Straw,85730.00,1.80,3.25,154314.00,278622.50,30305.56,463242.06,07-05-2025
100033,Tractor Supply Co.,LO,9.46,Wood,210755.00,12.50,9.25,2634437.50,1949483.75,433638.95,5017560.20,07-05-2025
100173,Grace Murray Hopper,ZZ,9.46,Asphalt,78962.00,10.78,13.33,851210.36,1052563.46,180097.00,2083870.82,07-05-2025
100268,Tractor Supply Co.,OH,7.14,Asphalt,144643.00,10.78,13.33,1559251.54,1928091.19,248996.27,3736339.00,07-05-2025
100281,Jaden Smith,OH,7.14,Mosaic Tile,185622.00,18.50,49.25,3434007.00,9141883.50,897918.58,13473809.08,07-05-2025
100332,Charles Darwin,HI,4.35,Disco Light Up Panels,242599.00,40.78,23.33,9893187.22,5659834.67,676556.45,16229578.34,07-05-2025
100375,Albert Einstein,II,9.46,Trampoline,88886.00,20.78,13.33,1847051.08,1184850.38,286817.88,3318719.34,07-05-2025
100436,Thurston Howell# III,TX,8.19,Straw,21446.00,1.80,3.25,38602.80,69699.50,8869.96,117172.26,07-05-2025
338006,Grace Murray Hopper,OH,7.14,Laminate,203387.00,4.50,9.80,915241.50,1993192.60,207662.19,3116096.29,07-07-1932
338078,Tractor Supply Co.,DN,9.46,Straw,116382.00,1.80,3.25,209487.60,378241.50,55599.17,643328.27,07-07-1932
338172,Penn Jillette,WY,9.46,Marble,110887.00,88.73,34.25,9839003.51,3797879.75,1290049.16,14926932.42,07-07-1932
338240,Tractor Supply Co.,TX,8.19,Distressed Red Oak,221326.00,18.57,23.33,4110023.82,5163535.58,759504.51,10033063.91,07-07-1932
338269,Jean Ichbiah,TX,8.19,Tile,23925.00,1.50,14.30,35887.50,342127.50,30959.43,408974.43,07-07-1932
338331,Tractor Supply Co.,HI,4.35,Marble,145185.00,88.73,34.25,12882265.05,4972586.25,776686.03,18631537.33,07-07-1932
338416,Monty Hall,II,9.46,Marble,281777.00,88.73,34.25,25002073.21,9650862.25,3278167.69,37931103.15,07-07-1932
338495,Bill Gates,RI,7,Straw,242046.00,1.80,3.25,435682.80,786649.50,85563.26,1307895.56,07-07-1932
338602,The Boring Company,ZZ,9.46,Laminate,236454.00,4.50,9.80,1064043.00,2317249.20,319870.24,3701162.44,07-07-1932
338699,Alan M. Galloway# Jr.,II,9.46,Carpet,191100.00,12.50,6.30,2388750.00,1203930.00,339867.53,3932547.53,07-07-1932
338787,Jaden Smith,KY,6,Distressed Red Oak,167636.00,18.57,23.33,3113000.52,3910947.88,421436.90,7445385.30,07-07-1932
338866,Louisville Llama Farm,OH,7.14,Trampoline,149484.00,20.78,13.33,3106277.52,1992621.72,364061.41,5462960.65,07-07-1932
338877,Monty Hall,TX,8.19,Marble,221736.00,88.73,34.25,19674635.28,7594458.00,2233338.74,29502432.02,07-07-1932
338898,Elon Musk,HI,4.35,Bamboo,121079.00,18.50,9.25,2239961.50,1119980.75,146157.49,3506099.74,07-07-1932
338945,Penn Jillette,DN,9.46,Granite,201250.00,72.50,29.25,14590625.00,5886562.50,1937141.94,22414329.44,07-07-1932
339040,Grace Murray Hopper,AK,1.76,Granite,123526.00,72.50,29.25,8955635.00,3613135.50,221210.36,12789980.86,07-07-1932
339184,Monty Hall,II,9.46,Trampoline,50535.00,20.78,13.33,1050117.30,673631.55,163066.64,1886815.49,07-07-1932
339230,Microsoft# Inc.,RI,7,Carpet,260564.00,12.50,6.30,3257050.00,1641553.20,342902.22,5241505.42,07-07-1932
339310,Louisville Llama Farm,LO,9.46,Mosaic Tile,296025.00,18.50,49.25,5476462.50,14579231.25,1897268.63,21952962.38,07-07-1932
339375,Bill Gates,HI,4.35,Mosaic Tile,41029.00,18.50,49.25,759036.50,2020678.25,120917.59,2900632.34,07-07-1932
339449,Tractor Supply Co.,OH,7.14,Granite,138208.00,72.50,29.25,10020080.00,4042584.00,1004074.21,15066738.21,07-07-1932
339513,Jaden Smith,HI,4.35,Granite,69546.00,72.50,29.25,5042085.00,2034220.50,307819.29,7384124.79,07-07-1932
339534,Steve Jobs,AK,1.76,Laminate,147960.00,4.50,9.80,665820.00,1450008.00,37238.57,2153066.57,07-07-1932
339626,Apple,OH,7.14,Trampoline,75188.00,20.78,13.33,1562406.64,1002256.04,183116.92,2747779.60,07-07-1932
75761,Alan M. Galloway# Sr.,HI,4.35,Bamboo,242712.00,18.50,9.25,4490172.00,2245086.00,292983.72,7028241.72,07-08-2025
75854,Alex Trebek,WY,9.46,Straw,287969.00,1.80,3.25,518344.20,935899.25,137571.43,1591814.88,07-08-2025
75912,Penn Jillette,LO,9.46,Carpet,261092.00,12.50,6.30,3263650.00,1644879.60,464346.90,5372876.50,07-08-2025
75954,Tractor Supply Co.,OH,7.14,Marble,122078.00,88.73,34.25,10831980.94,4181171.50,1071939.08,16085091.52,07-08-2025
75974,Elon Musk,WY,9.46,Granite,284650.00,72.50,29.25,20637125.00,8326012.50,2739912.81,31703050.31,07-08-2025
76011,Adams# Douglas,TX,8.19,Laminate,17915.00,4.50,9.80,80617.50,175567.00,20981.51,277166.01,07-08-2025
76060,Louisville Llama Farm,OH,7.14,Granite,14547.00,72.50,29.25,1054657.50,425499.75,105683.23,1585840.48,07-08-2025
76099,Grace Murray Hopper,XX,9.46,Tile,36995.00,1.50,14.30,55492.50,529028.50,55295.69,639816.69,07-08-2025
76108,Alan M. Galloway# Jr.,OH,7.14,Dirt,145536.00,0.78,3.33,113518.08,484634.88,42708.12,640861.08,07-08-2025
76225,Alex Trebek,HI,4.35,Carpet,33577.00,12.50,6.30,419712.50,211535.10,27459.27,658706.87,07-08-2025
76249,Alex Trebek,RI,7,Mosaic Tile,134662.00,18.50,49.25,2491247.00,6632103.50,638634.54,9761985.04,07-08-2025
76337,Grace Murray Hopper,ZZ,9.46,Trampoline,184682.00,20.78,13.33,3837691.96,2461811.06,595932.99,6895436.01,07-08-2025
76424,Alphabet,HI,4.35,Disco Light Up Panels,612.00,40.78,23.33,24957.36,14277.96,1706.74,40942.06,07-08-2025
76462,Tractor Supply Co.,HI,4.35,Trampoline,3741.00,20.78,13.33,77737.98,49867.53,5550.84,133156.35,07-08-2025
76531,Monty Hall,HI,4.35,Granite,220501.00,72.50,29.25,15986322.50,6449654.25,975964.99,23411941.74,07-08-2025
76532,Microsoft# Inc.,HI,4.35,Laminate,82203.00,4.50,9.80,369913.50,805589.40,51134.38,1226637.28,07-08-2025
76570,Apple,RI,7,Trampoline,95766.00,20.78,13.33,1990017.48,1276560.78,228660.48,3495238.74,07-08-2025
76644,Charles Babbage,HI,4.35,Tile,247107.00,1.50,14.30,370660.50,3533630.10,169836.64,4074127.24,07-08-2025
76761,Penn Jillette,II,9.46,Tile,266965.00,1.50,14.30,400447.50,3817599.50,399027.25,4617074.25,07-08-2025
76815,Charles Darwin,TX,8.19,Disco Light Up Panels,75871.00,40.78,23.33,3094019.38,1770070.43,398368.96,5262458.77,07-08-2025
76821,Thomas J. Watson,XX,9.46,Carpet,88046.00,12.50,6.30,1100575.00,554689.80,156588.05,1811852.85,07-08-2025
76898,Apple,XX,9.46,Marble,234925.00,88.73,34.25,20844895.25,8046181.25,2733095.84,31624172.34,07-08-2025
76941,Microsoft# Inc.,RI,7,Distressed Red Oak,38912.00,18.57,23.33,722595.84,907816.96,114128.90,1744541.70,07-08-2025
77012,Tractor Supply Co.,KY,6,Mosaic Tile,211390.00,18.50,49.25,3910715.00,10410957.50,859300.35,15180972.85,07-08-2025
77097,Microsoft# Inc.,KY,6,Disco Light Up Panels,102943.00,40.78,23.33,4198015.54,2401660.19,395980.54,6995656.27,07-08-2025
77183,Tractor Supply Co.,XX,9.46,Tile,104008.00,1.50,14.30,156012.00,1487314.40,155458.68,1798785.08,07-08-2025
77237,Alphabet,LO,9.46,Straw,139084.00,1.80,3.25,250351.20,452023.00,66444.60,768818.80,07-08-2025
77322,Louisville Llama Farm,DN,9.46,Bamboo,26716.00,18.50,9.25,494246.00,247123.00,70133.51,811502.51,07-08-2025
77390,Adams# Douglas,WY,9.46,Straw,35047.00,1.80,3.25,63084.60,113902.75,16743.00,193730.35,07-08-2025
77394,Charles Darwin,XX,9.46,Granite,244103.00,72.50,29.25,17697467.50,7140012.75,2349625.63,27187105.88,07-08-2025
77459,Louisville Llama Farm,XX,9.46,Granite,112740.00,72.50,29.25,8173650.00,3297645.00,1085184.51,12556479.51,07-08-2025
77492,Charles Babbage,DN,9.46,Dirt,271848.00,0.78,3.33,212041.44,905253.84,105696.13,1222991.41,07-08-2025
77553,Tractor Supply Co.,XX,9.46,Mosaic Tile,49625.00,18.50,49.25,918062.50,2444031.25,318054.07,3680147.82,07-08-2025
77570,Alan M. Galloway# Jr.,OH,7.14,Disco Light Up Panels,20160.00,40.78,23.33,822124.80,470332.80,92281.47,1384739.07,07-08-2025
77639,Alex Trebek,ZZ,9.46,Granite,235080.00,72.50,29.25,17043300.00,6876090.00,2262774.29,26182164.29,07-08-2025
77643,Thomas J. Watson,KY,6,Straw,58316.00,1.80,3.25,104968.80,189527.00,17669.75,312165.55,07-08-2025
77810,Alan M. Galloway# Jr.,RI,7,Asphalt,217887.00,10.78,13.33,2348821.86,2904433.71,367727.89,5620983.46,07-08-2025
77867,Penn Jillette,OH,7.14,Disco Light Up Panels,16589.00,40.78,23.33,676499.42,387021.37,75935.38,1139456.17,07-08-2025
77945,Alex Trebek,AK,1.76,Laminate,149383.00,4.50,9.80,672223.50,1463953.40,37596.71,2173773.61,07-08-2025
78015,Bill Gates,AK,1.76,Laminate,99814.00,4.50,9.80,449163.00,978177.20,25121.19,1452461.39,07-08-2025
78053,Jean Ichbiah,RI,7,Disco Light Up Panels,124131.00,40.78,23.33,5062062.18,2895976.23,557062.69,8515101.10,07-08-2025
78071,Elon Musk,LO,9.46,Carpet,104536.00,12.50,6.30,1306700.00,658576.80,185915.19,2151191.99,07-08-2025
78099,Thurston Howell# III,KY,6,Straw,22701.00,1.80,3.25,40861.80,73778.25,6878.40,121518.45,07-08-2025
328393,Louisville Llama Farm,II,9.46,Straw,38876.00,1.80,3.25,69976.80,126347.00,18572.23,214896.03,07-17-1940
328426,Tractor Supply Co.,HI,4.35,Laminate,51585.00,4.50,9.80,232132.50,505533.00,32088.45,769753.95,07-17-1940
328427,Thurston Howell# III,OH,7.14,Tile,7093.00,1.50,14.30,10639.50,101429.90,8001.76,120071.16,07-17-1940
328445,Steve Jobs,DN,9.46,Distressed Red Oak,106417.00,18.57,23.33,1976163.69,2482708.61,421809.32,4880681.62,07-17-1940
328487,Monty Hall,HI,4.35,Wood,173866.00,12.50,9.25,2173325.00,1608260.50,164498.97,3946084.47,07-17-1940
328561,Jaden Smith,RI,7,Tile,271034.00,1.50,14.30,406551.00,3875786.20,299763.60,4582100.80,07-17-1940
328630,Elon Musk,II,9.46,Disco Light Up Panels,119644.00,40.78,23.33,4879082.32,2791294.52,725617.65,8395994.49,07-17-1940
328668,Microsoft# Inc.,DN,9.46,Marble,240449.00,88.73,34.25,21335039.77,8235378.25,2797361.54,32367779.56,07-17-1940
328731,The Boring Company,XX,9.46,Disco Light Up Panels,13293.00,40.78,23.33,542088.54,310125.69,80619.47,932833.70,07-17-1940
328786,Monty Hall,HI,4.35,Carpet,100483.00,12.50,6.30,1256037.50,633042.90,82175.00,1971255.40,07-17-1940
328866,Alan M. Galloway# Sr.,ZZ,9.46,Carpet,26223.00,12.50,6.30,327787.50,165204.90,46637.08,539629.48,07-17-1940
328934,Microsoft# Inc.,WY,9.46,Tile,245646.00,1.50,14.30,368469.00,3512737.80,367162.16,4248368.96,07-17-1940
328995,Microsoft# Inc.,RI,7,Straw,72759.00,1.80,3.25,130966.20,236466.75,25720.31,393153.26,07-17-1940
